,car_name,Price,Registration Year,Kms Driven,Ownership,Fuel,Transmission,Drive Type,Engine,Power,Mileage,No. of Cylinders,Turbo Charger,Seats,Kerb Weight,Ground Clearance Unladen,Petrol Fuel Tank Capacity,Diesel Fuel Tank Capacity,CNG Fuel Tank Capacity
254,Hyundai EON,₹2.13 Lakh,Dec 2018,"80,744 Kms",First Owner,Petrol,Manual,FWD,814 cc,55.2 bhp,21.1 kmpl,3.0,No,5 Seats,910 kg,170 mm,32 Litres,,
255,Nissan Sunny,₹2.99 Lakh,Jun 2016,"79,000 Kms",First Owner,Petrol,Manual,FWD,1498 cc,97.6 bhp,16.95 kmpl,4.0,No,5 Seats,1080 kg,165 mm,41 Litres,,
256,1.2 S Option MT,₹2.90 Lakh,Nov 2018,"85,000 Kms",Second Owner,Petrol,Manual,FWD,1198 cc,86.8 bhp,18.5 kmpl,4.0,No,5 Seats,930 kg,165 mm,35 Litres,,
257,Maruti Suzuki Swift Dzire,₹2.35 Lakh,Jun 2011,"80,000 Kms",Second Owner,Petrol,Manual,2 WD,1298 cc,85.8 bhp,17.5 kmpl,4.0,No,5 Seats,1025 kg,170 mm,43 Litres,,
258,Hyundai Xcent,₹2.43 Lakh,Feb 2015,"1,28,390 Kms",Third Owner,Petrol,Manual,FWD,1197 cc,82 bhp,19.1 kmpl,4.0,No,5 Seats,1160 kg,165 mm,43 Litres,,
259,Hyundai i10,₹2.18 Lakh,Jun 2016,"83,170 Kms",Second Owner,Petrol,Manual,FWD,1086 cc,68.05 bhp,19.81 kmpl,4.0,No,5 Seats,860 kg,165 mm,35 Litres,,
260,Honda Brio,₹2.88 Lakh,Oct 2013,"48,106 Kms",Second Owner,Petrol,Manual,FWD,1198 cc,86.8 bhp,19.4 kmpl,4.0,No,5 Seats,925 kg,165 mm,35 Litres,,
261,Honda Brio,₹2.50 Lakh,Jun 2015,"78,876 Kms",Second Owner,Petrol,Manual,FWD,1198 cc,86.8 bhp,19.4 kmpl,4.0,No,5 Seats,925 kg,165 mm,35 Litres,,
262,Honda Brio,₹2.90 Lakh,Nov 2018,"85,000 Kms",Second Owner,Petrol,Manual,FWD,1198 cc,86.8 bhp,18.5 kmpl,4.0,No,5 Seats,930 kg,165 mm,35 Litres,,
263,Hyundai i10,₹2.25 Lakh,Jan 2015,"92,000 Kms",Second Owner,Petrol,Manual,FWD,1086 cc,68.05 bhp,19.81 kmpl,4.0,No,5 Seats,860 kg,165 mm,35 Litres,,
264,Hyundai i10,₹2.75 Lakh,Apr 2013,"72,000 Kms",First Owner,Petrol,Manual,FWD,1197 cc,78.9 bhp,20.36 kmpl,4.0,No,5 Seats,930 kg,165 mm,35 Litres,,
265,Hyundai EON,₹2.20 Lakh,Aug 2014,"46,701 Kms",First Owner,Petrol,Manual,FWD,814 cc,55.2 bhp,21.1 kmpl,3.0,No,5 Seats,880 kg,,32 Litres,,
266,Tata Tiago,₹2.76 Lakh,Nov 2018,"89,990 Kms",First Owner,Petrol,Manual,FWD,1199 cc,84 bhp,23.84 kmpl,3.0,No,5 Seats,980 kg,170 mm,35 Litres,,
267,Maruti Suzuki Celerio,₹2.93 Lakh,Dec 2017,"37,807 Kms",First Owner,Petrol,Manual,FWD,998 cc,67.77 bhp,25.24 kmpl,3.0,,5 Seats,810 kg,,32 Litres,,
268,Hyundai Verna,₹6.75 Lakh,Jan 2019,"78,000 Kms",First Owner,Diesel,Manual,FWD,1582 cc,126.2 bhp,22 kmpl,4.0,Yes,5 Seats,1255 kg,165 mm,,45 Litres,
269,Maruti Suzuki XL6,₹8.49 Lakh,Dec 2021,"36,000 Kms",First Owner,Petrol,Manual,FWD,1462 cc,103.2 bhp,19.01 kmpl,4.0,,6 Seats,1180 kg,,45 Litres,,
270,Honda Amaze,₹5.01 Lakh,Nov 2019,"79,738 Kms",Second Owner,Petrol,Automatic,FWD,1199 cc,89 bhp,19.46 kmpl,4.0,,5 Seats,952-986 kg,172 mm,35 Litres,,
271,Honda Jazz,₹3.60 Lakh,Mar 2016,"30,000 Kms",First Owner,Petrol,Manual,FWD,1199 cc,88.7 bhp,18.7 kmpl,4.0,No,5 Seats,1042 kg,165 mm,40 Litres,,
272,Renault KWID,₹2.22 Lakh,Aug 2017,"44,461 Kms",Second Owner,Petrol,Manual,FWD,799 cc,53.3 bhp,25.17 kmpl,3.0,No,5 Seats,710 kg,180 mm,28 Litres,,
273,Maruti Suzuki Ciaz,₹4.21 Lakh,Apr 2017,"1,10,104 Kms",First Owner,Diesel,Manual,FWD,1248 cc,88.5 bhp,28.09 kmpl,4.0,Yes,5 Seats,1115 kg,170 mm,,43 Litres,
274,Maruti Suzuki Celerio,₹4.25 Lakh,Sept 2017,"64,000 Kms",Second Owner,Petrol,Automatic,FWD,998 cc,67.04 bhp,23.1 kmpl,3.0,No,5 Seats,847 kg,165 mm,35 Litres,,
275,Volkswagen Polo,₹2.70 Lakh,Aug 2016,"1,24,000 Kms",Second Owner,Petrol,Manual,FWD,1199 cc,74 bhp,16.2 kmpl,3.0,No,5 Seats,1030 kg,165 mm,45 Litres,,
276,Maruti Suzuki Grand Vitara,₹14 Lakh,Dec 2023,"29,809 Kms",First Owner,,Automatic,FWD,1462 cc,101.64 bhp,20.58 kmpl,4.0,,5 Seats,1185-1210 kg,210 mm,45 Litres,,
277,Volkswagen Taigun,₹11.34 Lakh,Mar 2022,"59,360 Kms",First Owner,,Automatic,FWD,999 cc,113.98 bhp,17.23 kmpl,3.0,Yes,5 Seats,1255 kg,188 mm,50 Litres,,
278,Volkswagen Taigun,₹12 Lakh,May 2022,"40,129 Kms",First Owner,,Automatic,FWD,999 cc,113.98 bhp,17.23 kmpl,3.0,Yes,5 Seats,1255 kg,188 mm,50 Litres,,
279,Tata Harrier,₹14.85 Lakh,Aug 2022,"62,624 Kms",First Owner,Diesel,Automatic,,1956 cc,167.67 bhp,14.6 kmpl,4.0,Yes,5 Seats,1700 kg,,,50 Litres,
280,Tata Harrier,₹11.24 Lakh,Apr 2021,"52,858 Kms",First Owner,Diesel,Automatic,,1956 cc,167.67 bhp,14.6 kmpl,4.0,Yes,5 Seats,1700 kg,,,50 Litres,
281,Maruti Suzuki Ciaz,₹6.56 Lakh,May 2022,"17,011 Kms",First Owner,Petrol,Manual,FWD,1462 cc,103.25 bhp,20.65 kmpl,4.0,,5 Seats,1110 kg,,43 Litres,,
282,Honda City,₹4.49 Lakh,Jun 2015,"82,000 Kms",Second Owner,Diesel,Manual,FWD,1498 cc,98.6 bhp,26 kmpl,4.0,Yes,5 Seats,1150 kg,165 mm,,40 Litres,
283,Hyundai Alcazar,₹15.90 Lakh,Jun 2022,"47,000 Kms",First Owner,Diesel,Automatic,,1493 cc,113.98 bhp,18.1 kmpl,4.0,Yes,6 Seats,1675 kg,,,50 Litres,
284,Hyundai Verna,₹4.68 Lakh,Mar 2016,"99,607 Kms",Third Owner,Diesel,Manual,FWD,1582 cc,126.32 bhp,23.9 kmpl,4.0,Yes,5 Seats,1250 kg,165 mm,,43 Litres,
285,Maruti Suzuki Ciaz,₹4.24 Lakh,Jan 2017,"1,15,424 Kms",First Owner,Diesel,Manual,FWD,1248 cc,88.5 bhp,28.09 kmpl,4.0,Yes,5 Seats,1115 kg,170 mm,,43 Litres,
286,Kia Seltos,₹8.90 Lakh,Sept 2021,"49,000 Kms",First Owner,Petrol,Manual,FWD,1497 cc,113.43 bhp,16.8 kmpl,4.0,No,5 Seats,1340 kg,,50 Litres,,
287,Toyota Innova Crysta,₹17.21 Lakh,Aug 2019,"1,16,000 Kms",First Owner,Diesel,Manual,RWD,2393 cc,147.8 bhp,,4.0,Yes,7 Seats,1815 kg,,,55 Litres,
288,Hyundai Santro,₹4.18 Lakh,Mar 2019,"41,484 Kms",First Owner,CNG,Manual,FWD,1086 cc,58 bhp,30.48 km/kg,4.0,No,5 Seats,1070 kg,,,,60 Litres
289,Tata Tiago,₹3.50 Lakh,Nov 2016,"38,000 Kms",First Owner,Diesel,Manual,FWD,1047 cc,69 bhp,27.28 kmpl,3.0,Yes,5 Seats,1050 kg,165 mm,,35 Litres,
290,Maruti Suzuki Celerio,₹3.74 Lakh,Apr 2017,"59,000 Kms",First Owner,Petrol,Automatic,FWD,998 cc,67.04 bhp,23.1 kmpl,3.0,No,5 Seats,840 kg,120 mm,35 Litres,,
291,Mahindra XUV500,₹6.38 Lakh,Dec 2016,"86,309 Kms",First Owner,Diesel,Manual,FWD,2179 cc,152.87 bhp,,4.0,Yes,7 Seats,1595 kg,200 mm,,70 Litres,
292,Ford Ecosport,₹6.51 Lakh,Jun 2021,"47,254 Kms",First Owner,Diesel,Manual,FWD,1498 cc,99.23 bhp,21.7 kmpl,4.0,Yes,5 Seats,1277 kg,,,52 Litres,
293,Maruti Suzuki Vitara Brezza,₹6.23 Lakh,Aug 2016,"87,052 Kms",First Owner,Petrol,Manual,FWD,1462 cc,103.26 bhp,17.03 kmpl,4.0,,5 Seats,1110-1130 kg,,48 Litres,,
294,Honda Amaze,₹7.03 Lakh,Apr 2022,"55,654 Kms",First Owner,Petrol,Automatic,FWD,1199 cc,88.76 bhp,18.3 kmpl,4.0,No,5 Seats,945 kg,,35 Litres,,
295,Skoda Slavia,₹9.60 Lakh,May 2023,"54,809 Kms",First Owner,Petrol,Automatic,FWD,999 cc,113.98 bhp,19.36 kmpl,3.0,Yes,5 Seats,1219-1252 kg,145 mm,45 Litres,,
296,Hyundai i20,₹8.27 Lakh,Jan 2022,"31,609 Kms",First Owner,Petrol,Automatic,,998 cc,118.36 bhp,20.28 kmpl,3.0,Yes,5 Seats,1260 kg,,37 Litres,,
297,Maruti Suzuki Vitara Brezza,₹6.02 Lakh,Apr 2017,"87,686 Kms",First Owner,,Manual,FWD,1248 cc,88.5 bhp,24.3 kmpl,4.0,Yes,5 Seats,1210 kg,198 mm,,48 Litres,
298,Toyota Innova,₹6.50 Lakh,Oct 2015,"1,43,000 Kms",Fourth Owner,Diesel,Manual,RWD,2494 cc,100.6 bhp,,4.0,Yes,7 Seats,1675 kg,176 mm,,55 Litres,
299,Hyundai i20,₹8.10 Lakh,Sept 2024,"27,000 Kms",First Owner,Petrol,Manual,FWD,1197 cc,82 bhp,16 kmpl,4.0,,5 Seats,,,37 Litres,,
300,Hyundai Creta,₹8.08 Lakh,Jul 2020,"73,596 Kms",First Owner,Petrol,Manual,,1497 cc,113.18 bhp,14 kmpl,4.0,No,5 Seats,1430 kg,,50 Litres,,
301,Tata Nexon,₹6.15 Lakh,Oct 2021,"28,526 Kms",First Owner,Petrol,Manual,,1199 cc,118.35 bhp,17.33 kmpl,3.0,Yes,5 Seats,1230 kg,209 mm,44 Litres,,
302,Tata Nexon,₹4.68 Lakh,Jul 2018,"1,34,623 Kms",Second Owner,Petrol,Automatic,FWD,1198 cc,108.5 bhp,17 kmpl,3.0,Yes,5 Seats,1252 kg,,44 Litres,,
303,Hyundai Grand i10,₹4.19 Lakh,Oct 2019,"86,450 Kms",First Owner,Petrol,Manual,FWD,1197 cc,81.86 bhp,18.9 kmpl,4.0,No,5 Seats,1100 kg,165 mm,43 Litres,,
304,Honda Jazz,₹3.85 Lakh,Sept 2015,"53,000 Kms",Second Owner,Petrol,Automatic,FWD,1199 cc,88.7 bhp,19 kmpl,4.0,No,5 Seats,1062 kg,165 mm,40 Litres,,
305,Honda City,₹5.56 Lakh,Sept 2017,"1,31,594 Kms",First Owner,Petrol,Manual,FWD,1497 cc,117.3 bhp,17.8 kmpl,4.0,No,5 Seats,1065 kg,165 mm,40 Litres,,
306,Honda City,₹4.37 Lakh,Feb 2015,"1,04,073 Kms",First Owner,Petrol,Automatic,FWD,1497 cc,117.3 bhp,18 kmpl,4.0,No,5 Seats,1065 kg,165 mm,40 Litres,,
307,Hyundai Xcent,₹3.75 Lakh,May 2016,"72,000 Kms",Second Owner,Petrol,Manual,FWD,1197 cc,82 bhp,19.1 kmpl,4.0,No,5 Seats,1160 kg,165 mm,43 Litres,,
308,Maruti Suzuki Celerio,₹2.94 Lakh,Aug 2017,"1,06,075 Kms",First Owner,Petrol,Automatic,FWD,998 cc,67.77 bhp,26 kmpl,3.0,,5 Seats,820 kg,,32 Litres,,
309,Maruti Suzuki Vitara Brezza,₹6.94 Lakh,Mar 2019,"97,846 Kms",First Owner,,Manual,FWD,1248 cc,88.5 bhp,24.3 kmpl,4.0,Yes,5 Seats,1210 kg,198 mm,,48 Litres,
310,Tata Nexon,₹11.75 Lakh,Feb 2024,"45,000 Kms",First Owner,,Automatic,FWD,1497 cc,113.31 bhp,24.08 kmpl,4.0,Yes,5 Seats,,208 mm,,44 Litres,
311,Honda Amaze,₹5.89 Lakh,Jul 2021,"37,243 Kms",First Owner,Petrol,Manual,FWD,1199 cc,89 bhp,18.65 kmpl,4.0,,5 Seats,952-986 kg,172 mm,35 Litres,,
312,Maruti Suzuki Alto K10,₹4.95 Lakh,Dec 2025,"1,484 Kms",First Owner,Petrol,Manual,FWD,998 cc,65.71 bhp,24.39 kmpl,3.0,,5 Seats,,,27 Litres,,
313,Tata Altroz,₹4.43 Lakh,Jan 2021,"1,43,911 Kms",First Owner,Diesel,Manual,,1497 cc,88.77 bhp,23.64 kmpl,4.0,Yes,5 Seats,1105 kg,165 mm,,,
314,Maruti Suzuki Celerio,₹4 Lakh,Jan 2018,"32,033 Kms",Second Owner,Petrol,Automatic,FWD,998 cc,67.05 bhp,21.63 kmpl,3.0,No,5 Seats,850 kg,165 mm,35 Litres,,
315,Maruti Suzuki Swift Dzire,₹3.32 Lakh,Feb 2014,"1,01,822 Kms",Second Owner,Diesel,Manual,FWD,1248 cc,74 bhp,23.4 kmpl,4.0,Yes,5 Seats,1060 kg,170 mm,,42 Litres,
316,Nissan Magnite,₹4.62 Lakh,Jan 2021,"65,910 Kms",First Owner,Petrol,Manual,,999 cc,71.02 bhp,18.75 kmpl,3.0,No,5 Seats,939 kg,205 mm,40 Litres,,
317,Honda Brio,₹3.33 Lakh,Jun 2015,"74,596 Kms",First Owner,Petrol,Automatic,FWD,1198 cc,86.8 bhp,16.5 kmpl,4.0,No,5 Seats,970 kg,165 mm,35 Litres,,
318,Maruti Suzuki Celerio,₹3.16 Lakh,Oct 2015,"78,098 Kms",First Owner,Petrol,Automatic,FWD,998 cc,67.77 bhp,26.68 kmpl,3.0,,5 Seats,815 kg,,32 Litres,,
319,Maruti Suzuki Wagon R,₹4.48 Lakh,Sept 2022,"49,466 Kms",First Owner,Petrol,Manual,FWD,1197 cc,81.80 bhp,20.52 kmpl,4.0,No,5 Seats,830-845 kg,,32 Litres,,
320,Honda Amaze,₹4.75 Lakh,Nov 2018,"94,289 Kms",First Owner,Diesel,Manual,FWD,1498 cc,98.63 bhp,27.4 kmpl,4.0,Yes,5 Seats,1021 kg,170 mm,,35 Litres,
321,Volkswagen Polo,₹4.76 Lakh,Jan 2020,"66,402 Kms",First Owner,Petrol,Manual,FWD,999 cc,75.10 bhp,17.74 kmpl,3.0,No,5 Seats,1015 kg,165 mm,45 Litres,,
322,Hyundai Xcent,₹3.23 Lakh,Oct 2016,"1,12,065 Kms",First Owner,Petrol,Manual,FWD,1197 cc,82 bhp,19.1 kmpl,4.0,No,5 Seats,1120 kg,165 mm,43 Litres,,
323,Ford Ecosport,₹5.48 Lakh,Sept 2018,"91,789 Kms",First Owner,Petrol,Manual,FWD,1496 cc,120.69 bhp,15.9 kmpl,3.0,No,5 Seats,1225 kg,,52 Litres,,
324,Hyundai i20,₹3.65 Lakh,Jan 2015,"1,24,344 Kms",First Owner,Petrol,Manual,FWD,1197 cc,81.83 bhp,18.6 kmpl,4.0,No,5 Seats,1066 kg,170 mm,45 Litres,,
325,Honda Amaze 2nd Gen,₹3.48 Lakh,Dec 2016,"1,25,361 Kms",First Owner,Petrol,Manual,FWD,1199 cc,88.50 bhp,18.6 kmpl,4.0,,5 Seats,920 kg,,35 Litres,,
326,Honda Amaze 2nd Gen,₹3.30 Lakh,Aug 2016,"56,595 Kms",First Owner,Petrol,Manual,FWD,1199 cc,88.50 bhp,18.6 kmpl,4.0,,5 Seats,934 kg,,35 Litres,,
327,Maruti Suzuki Baleno,₹5.13 Lakh,Oct 2021,"74,405 Kms",First Owner,Petrol,Manual,FWD,1197 cc,83.1 bhp,21.4 kmpl,4.0,No,5 Seats,880 kg,170 mm,37 Litres,,
328,Hyundai Grand i10,₹4.12 Lakh,Mar 2017,"33,335 Kms",First Owner,Petrol,Manual,FWD,1197 cc,81.86 bhp,18.9 kmpl,4.0,No,5 Seats,1120 kg,165 mm,43 Litres,,
329,Hyundai Grand i10,₹4.28 Lakh,Oct 2018,"68,634 Kms",First Owner,Petrol,Manual,FWD,1197 cc,81.86 bhp,18.9 kmpl,4.0,No,5 Seats,1120 kg,165 mm,43 Litres,,
330,Hyundai Grand i10,₹3.65 Lakh,Jul 2015,"1,01,238 Kms",First Owner,Petrol,Manual,FWD,1197 cc,81.86 bhp,18.9 kmpl,4.0,No,5 Seats,1120 kg,165 mm,43 Litres,,
331,Hyundai Grand i10 Nios,₹5.75 Lakh,Jun 2023,"32,424 Kms",First Owner,Petrol,Manual,FWD,1197 cc,82 bhp,18 kmpl,4.0,,5 Seats,,,37 Litres,,
332,Hyundai Grand i10,₹3.41 Lakh,Jun 2014,"95,519 Kms",First Owner,Petrol,Manual,FWD,1197 cc,81.86 bhp,18.9 kmpl,4.0,No,5 Seats,1120 kg,165 mm,43 Litres,,
333,Hyundai i20,₹4.85 Lakh,Jan 2021,"45,507 Kms",Second Owner,Petrol,Manual,,998 cc,118.36 bhp,20 kmpl,3.0,Yes,5 Seats,1240 kg,,37 Litres,,
334,Maruti Suzuki Baleno,₹5.40 Lakh,Jan 2022,"74,225 Kms",First Owner,Diesel,Manual,FWD,1248 cc,74 bhp,27.39 kmpl,4.0,Yes,5 Seats,960-985 kg,170 mm,,37 Litres,
335,S,₹3.35 Lakh,Jul 2016,"1,10,692 Kms",First Owner,Petrol,Manual,FWD,1199 cc,88.50 bhp,18.6 kmpl,4.0,,5 Seats,920 kg,,35 Litres,,
336,Hyundai Grand i10,₹3.53 Lakh,Jun 2018,"90,626 Kms",First Owner,Petrol,Manual,FWD,1197 cc,81.86 bhp,18.9 kmpl,4.0,No,5 Seats,1100 kg,165 mm,43 Litres,,
337,Hyundai Grand i10,₹4.35 Lakh,Mar 2018,"64,546 Kms",First Owner,Petrol,Manual,FWD,1197 cc,81.86 bhp,18.9 kmpl,4.0,No,5 Seats,1060 kg,165 mm,43 Litres,,
338,Hyundai Xcent,₹4.02 Lakh,Jul 2016,"35,624 Kms",Second Owner,Petrol,Manual,,,,,4.0,,,1120 kg,,,,
339,Maruti Suzuki Ignis,₹3.09 Lakh,Jul 2018,"85,435 Kms",Third Owner,Petrol,Automatic,FWD,1197 cc,81.80 bhp,20.89 kmpl,4.0,No,5 Seats,855 kg,180 mm,32 Litres,,
340,Renault Captur,₹4.41 Lakh,May 2018,"83,295 Kms",First Owner,Petrol,Manual,FWD,1498 cc,104.55 bhp,13.87 kmpl,4.0,Yes,5 Seats,1295 kg,,50 Litres,,
341,Kia Seltos,₹7.51 Lakh,Apr 2021,"93,486 Kms",Second Owner,Petrol,Automatic,2WD,1353 cc,138 bhp,16.2 kmpl,4.0,Yes,5 Seats,1505 kg,,50 Litres,,
342,Maruti Suzuki Vitara Brezza,₹6.63 Lakh,Aug 2019,"74,726 Kms",Second Owner,,Manual,FWD,1248 cc,88.5 bhp,24.3 kmpl,4.0,Yes,5 Seats,1190 kg,198 mm,,48 Litres,
343,Maruti Suzuki Celerio X,₹3.55 Lakh,Apr 2019,"60,000 Kms",First Owner,Petrol,Automatic,FWD,998 cc,67 bhp,21.63 kmpl,3.0,No,5 Seats,850 kg,165 mm,35 Litres,,
344,Honda City,₹5.11 Lakh,Dec 2015,"54,000 Kms",First Owner,Diesel,Manual,FWD,1498 cc,98.6 bhp,26 kmpl,4.0,Yes,5 Seats,1150 kg,165 mm,,40 Litres,
345,Honda City,₹5.25 Lakh,Nov 2015,"17,802 Kms",First Owner,Petrol,Automatic,FWD,1497 cc,117.3 bhp,18 kmpl,4.0,No,5 Seats,1065 kg,165 mm,40 Litres,,
346,Tata Tigor,₹5.25 Lakh,Jul 2024,"16,000 Kms",First Owner,Petrol,Manual,,1199 cc,84.82 bhp,19.28 kmpl,3.0,,5 Seats,1030 kg,,35 Litres,,
347,Tata Tiago,₹3.60 Lakh,Jul 2019,"62,000 Kms",First Owner,Petrol,Manual,FWD,1199 cc,84 bhp,23.84 kmpl,3.0,No,5 Seats,980 kg,170 mm,35 Litres,,
348,Hyundai Grand i10,₹4 Lakh,Jul 2017,"35,245 Kms",First Owner,Petrol,Manual,FWD,1197 cc,81.86 bhp,18.9 kmpl,4.0,No,5 Seats,1140 kg,165 mm,43 Litres,,
349,Volkswagen Ameo,₹3.75 Lakh,Jul 2019,"42,000 Kms",First Owner,Petrol,Manual,FWD,999 cc,75 bhp,19.44 kmpl,3.0,No,5 Seats,1039 kg,165 mm,45 Litres,,
350,Honda City,₹5.25 Lakh,Nov 2015,"53,000 Kms",First Owner,Petrol,Automatic,FWD,1497 cc,117.3 bhp,18 kmpl,4.0,No,5 Seats,1085 kg,165 mm,40 Litres,,
351,Honda Amaze,₹5.75 Lakh,Mar 2021,"46,000 Kms",First Owner,Petrol,Manual,FWD,1199 cc,88.76 bhp,18.6 kmpl,4.0,No,5 Seats,917 kg,,35 Litres,,
352,Hyundai Grand i10 Nios,₹5.50 Lakh,Jan 2020,"64,000 Kms",First Owner,Petrol,Manual,,1197 cc,81.86 bhp,20.7 kmpl,4.0,No,5 Seats,1160 kg,,37 Litres,,
353,Honda City,₹4.70 Lakh,May 2015,"75,000 Kms",First Owner,Diesel,Manual,FWD,1498 cc,98.6 bhp,26 kmpl,4.0,Yes,5 Seats,1150 kg,165 mm,,40 Litres,
354,Maruti Suzuki Ciaz,₹5 Lakh,Sept 2016,"70,000 Kms",First Owner,Diesel,Manual,FWD,1248 cc,88.5 bhp,28.09 kmpl,4.0,Yes,5 Seats,1135 kg,170 mm,,43 Litres,
355,Honda Mobilio,₹3.25 Lakh,Aug 2014,"90,000 Kms",Second Owner,Diesel,Manual,FWD,1498 cc,98.6 bhp,24.2 kmpl,4.0,Yes,7 Seats,1246 kg,189 mm,,42 Litres,
356,Hyundai Grand i10 Nios,₹5.75 Lakh,Nov 2020,"33,000 Kms",First Owner,Petrol,Automatic,,1197 cc,81.86 bhp,20.7 kmpl,4.0,No,5 Seats,1140 kg,,37 Litres,,
357,Maruti Suzuki Wagon R,₹2.37 Lakh,Feb 2012,"64,692 Kms",First Owner,Petrol,Manual,,998 cc,65.71 bhp,24.35 kmpl,3.0,,5 Seats,810-835 kg,,32 Litres,,
358,Hyundai i10,₹2.95 Lakh,Aug 2014,"47,118 Kms",First Owner,Petrol,Manual,FWD,1086 cc,68.05 bhp,19.81 kmpl,4.0,No,5 Seats,860 kg,165 mm,35 Litres,,
359,Maruti Suzuki Alto 800,₹2 Lakh,Dec 2016,"61,741 Kms",First Owner,Petrol,Manual,,796 cc,47.33 bhp,22.05 kmpl,3.0,,5 Seats,755 kg,,35 Litres,,
360,Maruti Suzuki Swift Dzire,₹2.60 Lakh,Nov 2015,"98,134 Kms",First Owner,Petrol,Manual,FWD,1197 cc,83.14 bhp,20.85 kmpl,4.0,No,5 Seats,935 kg,170 mm,42 Litres,,
361,Maruti Suzuki Wagon R,₹2.59 Lakh,Sept 2016,"76,637 Kms",First Owner,Petrol,Manual,FWD,998 cc,67.04 bhp,20.51 kmpl,3.0,No,5 Seats,885 kg,165 mm,35 Litres,,
362,Hyundai i10,₹2.20 Lakh,Jan 2016,"1,23,220 Kms",First Owner,Petrol,Manual,FWD,1086 cc,68.05 bhp,19.81 kmpl,4.0,No,5 Seats,860 kg,165 mm,35 Litres,,
363,Maruti Suzuki S-Presso,₹2.85 Lakh,May 2021,"55,031 Kms",First Owner,Petrol,Manual,FWD,998 cc,65.71 bhp,21.7 kmpl,3.0,,5 Seats,736-775 kg,,27 Litres,,
364,Maruti Suzuki Alto 800,₹2.59 Lakh,Jun 2018,"61,328 Kms",First Owner,Petrol,Manual,,796 cc,47.33 bhp,22.05 kmpl,3.0,,5 Seats,755 kg,,35 Litres,,
365,Datsun RediGO,₹1.46 Lakh,Jun 2018,"58,031 Kms",First Owner,Petrol,Manual,2WD,799 cc,53.64 bhp,22.7 kmpl,3.0,No,5 Seats,770 kg,,28 Litres,,
366,Hyundai EON,₹1.77 Lakh,Aug 2013,"64,939 Kms",Third Owner,Petrol,Manual,RWD,814 cc,,22 kmpl,3.0,No,5 Seats,910 kg,,32 Litres,,
367,Hyundai i10,₹2.75 Lakh,Jun 2014,"18,301 Kms",First Owner,Petrol,Manual,FWD,1086 cc,68.05 bhp,19.81 kmpl,4.0,No,5 Seats,860 kg,165 mm,35 Litres,,
368,Tata Zest,₹2.91 Lakh,May 2016,"86,234 Kms",Second Owner,Petrol,Manual,FWD,1193 cc,88.7 bhp,17.57 kmpl,4.0,Yes,5 Seats,1115 kg,170 mm,44 Litres,,
369,Honda Brio,₹2.79 Lakh,May 2013,"52,033 Kms",First Owner,Petrol,Manual,FWD,1198 cc,86.8 bhp,19.4 kmpl,4.0,No,5 Seats,925 kg,165 mm,35 Litres,,
370,Volkswagen Polo,₹2.10 Lakh,Nov 2013,"86,413 Kms",Second Owner,Petrol,Manual,FWD,1198 cc,73.9 bhp,16.47 kmpl,3.0,No,5 Seats,1055 kg,168 mm,45 Litres,,
371,Renault KWID,₹2.81 Lakh,Oct 2020,"28,244 Kms",First Owner,Petrol,Manual,FWD,999 cc,67 bhp,23.01 kmpl,3.0,No,5 Seats,765 kg,180 mm,28 Litres,,
372,Maruti Suzuki Wagon R,₹2.50 Lakh,Oct 2014,"77,405 Kms",Second Owner,Petrol,Manual,FWD,998 cc,65.71 bhp,24.35 kmpl,3.0,,5 Seats,825 kg,,32 Litres,,
373,Maruti Suzuki Wagon R,₹2.56 Lakh,Nov 2015,"78,955 Kms",Second Owner,Petrol,Manual,FWD,998 cc,67.04 bhp,20.51 kmpl,3.0,No,5 Seats,890 kg,165 mm,35 Litres,,
374,Hyundai EON,₹1.41 Lakh,Nov 2013,"53,813 Kms",Second Owner,Petrol,Manual,FWD,814 cc,55.2 bhp,21.1 kmpl,3.0,No,5 Seats,880 kg,170 mm,32 Litres,,
375,Hyundai i10,₹2.97 Lakh,Jan 2015,"20,802 Kms",First Owner,Petrol,Manual,FWD,1086 cc,68.05 bhp,19.81 kmpl,4.0,No,5 Seats,860 kg,165 mm,35 Litres,,
376,Renault KWID,₹1.54 Lakh,Sept 2016,"90,905 Kms",Second Owner,Petrol,Manual,FWD,799 cc,53.3 bhp,25.17 kmpl,3.0,No,5 Seats,710 kg,180 mm,28 Litres,,
377,Mahindra KUV 100,₹2.75 Lakh,Feb 2018,"70,000 Kms",First Owner,,Manual,FWD,1198 cc,82 bhp,18.15 kmpl,3.0,No,6 Seats,1115 kg,170 mm,35 Litres,,
378,Honda Amaze,₹2.99 Lakh,Sept 2016,"82,000 Kms",Second Owner,Petrol,Manual,FWD,1198 cc,86.7 bhp,18 kmpl,4.0,No,5 Seats,950 kg,165 mm,35 Litres,,
379,Volkswagen Vento,₹2.25 Lakh,Nov 2012,"66,000 Kms",First Owner,Petrol,Manual,FWD,1598 cc,103.6 bhp,15.04 kmpl,4.0,No,5 Seats,1130 kg,168 mm,55 Litres,,
380,Hyundai EON,₹2 Lakh,May 2017,"88,000 Kms",Second Owner,Petrol,Manual,FWD,814 cc,55.2 bhp,21.1 kmpl,3.0,No,5 Seats,860 kg,170 mm,32 Litres,,
